Word_ID	Dialog ID	pword_id
5594	6	5665
5594	7	5665
5594	9	5665
5594	10	5665
5594	12	5665
5594	17	5665
5594	18	5665
5594	19	5665
5594	20	5665
5594	21	5665
5594	22	5665
5594	25	5665
5594	26	5665
5594	27	5665
5594	28	5665
5594	30	5665
5594	31	5665
5594	32	5665
5594	33	5665
5594	34	5665
5594	36	5665
5595	7	5666
5595	26	5666
5596	6	5667
5596	7	5667
5596	27	5667
5596	32	5667
5596	36	5667
5597	1	5668
5597	6	5668
5597	9	5668
5597	17	5668
5597	19	5668
5597	25	5668
5597	27	5668
5597	28	5668
5597	30	5668
5597	31	5668
5597	32	5668
5597	33	5668
5597	34	5668
5597	36	5668
5598	32	5669
5599	36	5670
5600	3	5671
5600	4	5671
5600	6	5671
5600	12	5671
5600	13	5671
5600	17	5671
5600	30	5671
5600	31	5671
5600	32	5671
5600	34	5671
5601	6	5672
5602	3	5674
5602	13	5674
5602	35	5674
5603	6	5675
5603	7	5675
5603	20	5675
5603	36	5675
5604	6	5676
5604	7	5676
5604	17	5676
5604	20	5676
5604	30	5676
5604	36	5676
